Year,Division,Number_of_Hospitals,Number_of_Beds,Crude_Birth_Rate,GDP_per_Capita_USD,Dengue_Cases,Beds_per_1000_Pop,Hospitals_per_100k_Pop,Avg_Beds_per_Hospital,Bed_Occupancy_Rate_Pct,Urban_Population_Pct,Area_km2,Population_Share_Pct,Tertiary_Hospitals,District_Hospitals,Upazila_Health_Complexes,Private_Clinics,Specialized_Hospitals,NGO_Facilities,Community_Health_Clinics,Diagnostic_Centers,Dengue_Rate_per_100k,Dengue_Category,Dengue_Waste_Adjustment,Birth_Rate_Category,GDP_Category,GDP_Growth_Pct,Waste_Mgmt_Coverage_Pct,Proper_Segregation_Pct,Facilities_with_Incinerator,Facilities_with_Autoclave,General_Waste_kg_day,Infectious_Waste_kg_day,Sharps_Waste_kg_day,Pharmaceutical_Waste_kg_day,Chemical_Waste_kg_day,Cytotoxic_Waste_kg_day,Pathological_Waste_kg_day,Radioactive_Waste_kg_day,Total_Hazardous_Waste_kg_day,Total_Medical_Waste_kg_day,Waste_per_Bed_kg_day,Hazardous_Waste_Pct
2003,Rangpur,203,8498,24.12,482.3,124,499.882,119.41,41.9,83.7,13.9,16317,10.0,15,37,35,58,16,14,12,11,0.73,Low,1.0767,High,Low Income,4.39,33.3,45.2,9,16,15498.89,4040.45,369.75,276.45,205.02,148.92,332.65,9.299,5382.53,20881.41,2.4572,25.78
2003,Mymensingh,186,7242,24.62,497.0,94,710.0,182.35,38.9,50.4,10.7,10584,6.0,14,40,34,58,16,12,11,10,0.92,Low,1.0773,High,Low Income,7.58,33.2,45.2,18,25,7021.79,2360.68,219.71,105.33,78.38,59.76,194.51,6.122,3024.48,10046.28,1.3872,30.11
2004,Dhaka,863,34237,24.05,492.4,2718,649.658,163.76,39.7,43.8,53.8,20594,31.0,63,151,189,244,81,62,52,42,5.16,Moderate,1.0713,High,Low Income,1.11,39.6,49.4,48,48,29063.44,9713.97,885.47,410.71,309.58,279.0,1270.3,46.571,12915.6,41979.04,1.2261,30.77
2004,Chattogram,450,15651,24.11,539.8,1414,460.324,132.35,34.8,71.1,29.7,33771,20.0,35,86,100,131,36,28,24,21,4.16,Moderate,1.0798,High,Low Income,10.84,37.1,47.9,39,31,24730.84,6495.98,647.6,470.76,349.12,245.41,710.2,4.676,8923.76,33654.6,2.1503,26.52
2004,Rajshahi,224,9004,24.56,529.2,213,481.497,119.79,40.2,25.0,16.2,18197,11.0,15,39,40,53,18,16,12,8,1.14,Low,1.0654,High,Low Income,8.67,34.8,46.3,10,22,4280.28,1173.14,110.65,91.55,39.99,20.09,139.48,8.436,1583.34,5863.62,0.6512,27.0
2004,Sylhet,176,5618,25.14,532.6,204,472.101,147.9,31.9,70.5,21.4,12598,7.0,14,29,36,46,16,12,10,8,1.71,Low,1.0737,High,Low Income,9.36,35.6,46.9,15,8,7814.22,2176.66,247.06,109.68,112.07,43.63,223.42,9.727,2922.25,10736.47,1.9111,27.22
2004,Khulna,225,7967,23.92,514.2,318,468.647,132.35,35.4,86.0,25.4,22285,10.0,17,39,46,67,19,15,13,11,1.87,Low,1.0716,High,Low Income,5.59,35.8,47.0,18,21,14859.49,4210.38,418.51,219.43,119.4,128.19,443.09,5.197,5544.2,20403.69,2.561,27.17
2004,Barisal,121,4541,24.0,514.5,88,534.235,142.35,37.5,54.0,13.0,13644,5.0,8,22,26,32,9,8,6,6,1.04,Low,1.0709,High,Low Income,5.65,34.0,45.7,10,11,5253.0,1421.51,121.33,63.54,45.98,48.85,184.34,4.511,1890.06,7143.06,1.573,26.46
2004,Rangpur,227,8405,23.71,497.1,157,494.412,133.53,37.0,72.6,14.2,16317,10.0,18,45,41,62,17,13,13,11,0.92,Low,1.0793,High,Low Income,2.07,33.7,45.5,21,13,13525.98,3963.35,348.06,179.55,149.9,127.06,455.52,12.039,5235.48,18761.46,2.2322,27.91
2004,Mymensingh,195,8181,24.9,503.4,111,802.059,191.18,42.0,55.4,10.9,10584,6.0,16,38,38,53,14,12,11,10,1.09,Low,1.0746,High,Low Income,3.37,33.4,45.3,7,25,8592.74,2709.88,258.17,111.95,135.78,79.95,273.9,8.001,3577.63,12170.36,1.4876,29.4
2005,Dhaka,903,39745,23.12,580.3,2043,754.175,171.35,44.0,63.0,54.8,20594,31.0,67,163,165,193,74,67,43,41,3.88,Moderate,1.0805,High,Low Income,11.81,41.8,51.1,48,120,44321.49,14406.59,1376.43,964.53,713.92,411.68,1095.46,42.286,19010.89,63332.38,1.5935,30.02
2005,Chattogram,462,16021,24.03,576.2,866,471.206,135.88,34.7,70.2,30.2,33771,20.0,37,88,95,120,35,35,26,22,2.55,Low,1.0735,High,Low Income,11.02,38.0,48.6,42,58,23204.92,7262.7,677.4,478.96,373.77,129.97,841.07,7.117,9770.98,32975.91,2.0583,29.63
2005,Rajshahi,242,8957,22.6,537.5,160,478.984,129.41,37.0,78.0,16.5,18197,11.0,20,45,47,65,18,15,16,11,0.86,Low,1.0737,Medium-High,Low Income,3.56,35.0,46.5,7,14,14779.76,4326.18,382.78,298.05,186.27,86.18,494.77,5.174,5779.4,20559.17,2.2953,28.11
2005,Sylhet,181,6117,23.9,544.5,166,514.034,152.1,33.8,74.5,21.7,12598,7.0,14,30,39,50,11,13,10,8,1.39,Low,1.09,High,Low Income,4.91,36.0,47.2,17,16,9676.03,2792.03,246.91,199.75,170.96,54.91,296.14,5.427,3766.13,13442.16,2.1975,28.02
2005,Khulna,229,7945,23.63,585.3,268,467.353,134.71,34.7,54.8,25.7,22285,10.0,19,42,46,69,14,16,13,9,1.58,Low,1.0906,High,Low Income,12.77,37.5,48.3,8,19,9305.94,2874.9,246.22,122.4,164.75,47.19,366.71,5.33,3827.51,13133.45,1.653,29.14
2005,Barisal,125,4861,22.94,571.2,64,571.882,147.06,38.9,40.4,13.3,13644,5.0,9,21,25,38,8,8,7,6,0.75,Low,1.0771,Medium-High,Low Income,10.06,35.3,46.8,5,13,3888.25,1077.61,94.79,58.86,54.68,27.48,116.61,4.854,1434.88,5323.13,1.0951,26.96
2005,Rangpur,228,8644,23.54,522.8,105,508.471,134.12,37.9,74.7,14.5,16317,10.0,16,45,45,63,19,16,14,11,0.62,Low,1.0795,High,Low Income,0.73,34.4,46.0,12,10,13764.67,3784.39,352.09,292.58,184.23,114.47,427.45,9.925,5165.15,18929.82,2.1899,27.29
2005,Mymensingh,207,8083,23.54,567.0,86,792.451,202.94,39.0,91.6,11.1,10584,6.0,17,40,37,56,15,14,12,10,0.84,Low,1.0865,High,Low Income,9.25,34.9,46.5,10,16,15008.5,4530.46,389.45,229.66,167.18,136.4,487.33,5.178,5945.66,20954.17,2.5924,28.37
2006,Dhaka,959,39428,23.52,591.0,1636,748.159,181.97,41.1,72.9,55.7,20594,31.0,76,178,167,244,69,67,65,56,3.1,Moderate,1.0767,High,Low Income,6.29,42.2,51.4,89,97,59318.24,15491.53,1361.38,887.2,550.05,386.91,1953.25,42.067,20672.39,79990.63,2.0288,25.84
2006,Chattogram,487,18183,23.7,583.7,801,534.794,143.24,37.3,75.6,30.6,33771,20.0,40,85,100,136,42,33,25,26,2.36,Low,1.0808,High,Low Income,4.98,38.2,48.8,36,42,30710.4,8092.43,848.11,536.8,245.81,175.71,771.65,18.993,10689.49,41399.89,2.2768,25.82
2006,Rajshahi,252,9808,22.84,593.8,152,524.492,134.76,38.9,78.7,16.8,18197,11.0,21,47,53,73,19,18,16,13,0.81,Low,1.0832,Medium-High,Low Income,6.8,36.4,47.6,9,23,16498.23,4723.34,428.27,233.24,210.05,155.2,537.11,4.658,6291.88,22790.11,2.3236,27.61
2006,Sylhet,185,5795,23.49,607.5,104,486.975,155.46,31.3,64.9,22.1,12598,7.0,11,33,42,56,15,12,11,8,0.87,Low,1.067,High,Lower Middle,9.26,37.5,48.3,8,7,8301.28,2225.78,206.67,127.44,134.35,70.62,250.21,3.928,3019.0,11320.28,1.9535,26.67
2006,Khulna,236,8693,23.32,579.7,202,511.353,138.82,36.8,76.4,26.1,22285,10.0,19,40,37,65,21,17,15,12,1.19,Low,1.0812,High,Low Income,4.26,37.4,48.2,10,25,13460.11,3648.31,341.96,225.48,222.06,59.72,347.18,9.791,4854.49,18314.61,2.1068,26.51
2006,Barisal,137,5024,22.48,597.6,60,591.059,161.18,36.7,82.0,13.6,13644,5.0,9,27,25,40,10,10,7,6,0.71,Low,1.0857,Medium-High,Low Income,7.48,36.0,47.3,5,11,8317.58,2460.04,226.58,120.1,121.11,33.55,271.93,6.645,3239.96,11557.53,2.3005,28.03
2006,Rangpur,242,10035,22.63,574.7,72,590.294,142.35,41.5,68.8,14.8,16317,10.0,19,44,47,75,16,15,14,10,0.42,Low,1.0647,Medium-High,Low Income,3.36,35.6,47.0,14,29,14708.88,3930.48,391.93,317.41,193.86,63.27,344.82,12.685,5254.45,19963.33,1.9894,26.32
2006,Mymensingh,207,9102,22.45,610.0,67,892.353,202.94,44.0,81.7,11.3,10584,6.0,16,41,34,65,14,14,11,10,0.66,Low,1.08,Medium-High,Lower Middle,9.71,35.9,47.3,16,18,15349.94,4938.51,404.83,335.84,214.2,148.9,580.24,8.411,6630.93,21980.87,2.4149,30.17
2007,Dhaka,965,42244,22.5,670.6,1999,801.594,183.11,43.8,84.3,56.7,20594,31.0,81,171,182,298,85,64,49,52,3.79,Moderate,1.0793,Medium-High,Lower Middle,12.14,44.2,53.0,45,100,82521.14,20798.42,2121.5,1442.36,1400.56,698.29,1990.15,22.156,28473.43,110994.57,2.6275,25.65
2007,Chattogram,480,18971,23.1,665.6,888,557.971,141.18,39.5,32.6,31.0,33771,20.0,42,78,101,147,32,34,27,23,2.61,Low,1.0758,High,Lower Middle,11.3,40.2,50.3,23,34,13801.93,3180.25,326.57,237.57,196.92,77.95,322.58,11.657,4353.49,18155.43,0.957,23.98
2007,Rajshahi,244,10106,22.89,648.1,200,540.428,130.48,41.4,89.2,17.1,18197,11.0,18,44,56,85,20,16,15,13,1.07,Low,1.0927,Medium-High,Lower Middle,8.38,37.7,48.6,14,22,20455.43,6585.78,569.6,273.77,210.95,166.99,686.48,3.224,8496.8,28952.23,2.8649,29.35
2007,Sylhet,203,6751,22.93,638.5,146,567.311,170.59,33.3,76.7,22.4,12598,7.0,16,35,33,61,15,13,12,9,1.23,Low,1.0797,Medium-High,Lower Middle,6.77,38.3,48.9,18,23,10243.82,3150.33,257.85,144.11,124.99,96.59,323.77,9.09,4106.73,14350.56,2.1257,28.62
2007,Khulna,264,9309,22.54,635.7,196,547.588,155.29,35.3,60.3,26.4,22285,10.0,21,47,52,69,20,17,16,14,1.15,Low,1.0667,Medium-High,Lower Middle,6.3,38.8,49.3,15,30,10738.6,2975.17,296.0,129.5,123.68,91.5,373.11,15.225,4004.18,14742.78,1.5837,27.16
2007,Barisal,146,5559,22.95,648.6,67,654.0,171.76,38.1,86.5,13.8,13644,5.0,11,26,25,42,12,10,9,7,0.79,Low,1.0812,Medium-High,Lower Middle,8.46,37.2,48.3,7,15,8996.95,3188.08,268.33,162.24,91.82,47.83,292.3,1.672,4052.27,13049.22,2.3474,31.05
2007,Rangpur,259,10488,22.44,637.6,106,616.941,152.35,40.5,66.4,15.1,16317,10.0,21,42,55,77,19,18,16,12,0.62,Low,1.0808,Medium-High,Lower Middle,6.62,37.1,48.2,14,24,15200.73,4399.53,401.15,207.5,192.65,72.44,466.83,2.939,5743.04,20943.77,1.9969,27.42
2007,Mymensingh,213,9086,22.57,608.4,75,890.784,208.82,42.7,70.4,11.5,10584,6.0,16,36,38,55,21,16,11,9,0.74,Low,1.0759,Medium-High,Lower Middle,1.74,35.9,47.3,9,15,12733.14,3677.07,392.34,234.64,119.14,86.21,276.88,6.167,4792.46,17525.6,1.9289,27.35
2008,Dhaka,1018,43559,22.63,721.9,8638,826.546,193.17,42.8,53.6,57.7,20594,31.0,76,164,200,278,97,73,54,48,16.39,Moderate,1.0888,Medium-High,Lower Middle,11.92,45.5,54.0,31,95,45012.4,15900.39,1229.11,710.8,698.6,404.73,1392.98,14.349,20350.96,65363.36,1.5006,31.14
2008,Chattogram,526,19680,23.36,742.0,3132,578.824,154.71,37.4,68.1,31.5,33771,20.0,43,108,108,151,41,40,34,24,9.21,Moderate,1.0693,High,Lower Middle,15.04,42.0,51.8,50,31,26703.67,8472.79,746.56,413.9,387.24,231.99,923.19,25.096,11200.76,37904.43,1.926,29.55
2008,Rajshahi,273,9964,22.11,659.7,662,532.834,145.99,36.5,64.8,17.4,18197,11.0,22,54,57,81,21,21,16,12,3.54,Low,1.0798,Medium-High,Lower Middle,2.28,38.0,48.8,21,31,14570.63,4279.83,413.22,197.05,134.96,116.81,438.02,5.705,5585.59,20156.22,2.0229,27.71
2008,Sylhet,199,7382,22.43,672.1,631,620.336,167.23,37.1,49.5,22.8,12598,7.0,16,37,36,51,16,12,12,8,5.3,Low,1.0896,Medium-High,Lower Middle,4.2,39.1,49.6,7,8,6992.49,2064.84,194.28,126.37,108.24,32.78,256.53,11.589,2794.62,9787.11,1.3258,28.55
2008,Khulna,255,9189,22.18,684.2,889,540.529,150.0,36.0,53.0,26.8,22285,10.0,21,50,52,77,23,19,15,13,5.23,Low,1.0786,Medium-High,Lower Middle,6.08,40.0,50.2,19,26,10450.8,3091.25,325.61,196.2,183.74,66.68,356.05,3.519,4223.04,14673.84,1.5969,28.78
2008,Barisal,155,6190,22.45,666.6,224,728.235,182.35,39.9,86.2,14.1,13644,5.0,13,29,32,45,12,11,7,7,2.64,Low,1.0711,Medium-High,Lower Middle,3.35,37.7,48.6,13,11,10835.7,3499.12,310.12,213.73,178.82,82.38,261.43,9.175,4554.77,15390.47,2.4863,29.59
2008,Rangpur,264,10128,22.12,694.0,326,595.765,155.29,38.4,67.3,15.4,16317,10.0,21,49,56,70,19,16,15,12,1.92,Low,1.0648,Medium-High,Lower Middle,7.6,38.5,49.3,9,35,13413.49,4030.18,338.43,210.67,175.17,81.12,487.25,13.495,5336.3,18749.8,1.8513,28.46
2008,Mymensingh,235,9044,22.97,711.4,289,886.667,230.39,38.5,72.7,11.7,10584,6.0,19,35,45,70,18,14,14,13,2.83,Low,1.0765,Medium-High,Lower Middle,10.29,38.4,49.2,11,28,14031.81,4042.32,371.7,284.66,211.5,92.79,452.95,13.694,5469.62,19501.42,2.1563,28.05
2009,Dhaka,1068,48101,21.22,762.5,3773,912.732,202.66,45.0,82.6,58.6,20594,31.0,93,195,204,310,77,78,66,52,7.16,Moderate,1.0821,Medium-High,Lower Middle,8.93,46.6,54.8,94,51,77315.86,22039.98,2158.37,1301.61,955.3,648.38,1856.31,56.161,29016.11,106331.97,2.2106,27.29
2009,Chattogram,564,19050,22.03,793.8,1751,560.294,165.88,33.8,30.9,31.9,33771,20.0,37,115,110,161,44,38,32,28,5.15,Moderate,1.082,Medium-High,Lower Middle,13.4,43.3,52.7,50,32,12083.58,3779.24,359.16,174.47,152.82,92.58,414.9,6.449,4979.63,17063.21,0.8957,29.18
2009,Rajshahi,298,11459,22.08,732.8,295,612.781,159.36,38.5,45.5,17.7,18197,11.0,25,59,56,81,20,20,19,14,1.58,Low,1.0751,Medium-High,Lower Middle,4.69,39.8,50.2,9,40,10602.49,3218.41,286.06,211.82,120.9,98.41,381.45,7.096,4324.16,14926.65,1.3026,28.97
2009,Sylhet,221,7182,20.91,721.3,274,603.529,185.71,32.5,46.5,23.1,12598,7.0,18,40,48,57,18,15,13,12,2.3,Low,1.0822,Medium-High,Lower Middle,3.04,40.3,50.5,14,26,6662.35,2184.14,187.65,127.92,85.85,56.96,249.78,9.347,2901.64,9563.99,1.3317,30.34
2009,Khulna,286,9193,22.17,721.9,402,540.765,168.24,32.1,49.9,27.1,22285,10.0,21,55,50,61,22,20,18,13,2.36,Low,1.0751,Medium-High,Lower Middle,3.13,40.9,50.9,19,23,8280.7,2684.76,210.35,117.72,123.53,48.34,298.1,9.628,3492.43,11773.12,1.2807,29.66
2009,Barisal,163,6042,21.88,781.4,135,710.824,191.76,37.1,64.2,14.3,13644,5.0,14,27,31,46,11,11,10,7,1.59,Low,1.0903,Medium-High,Lower Middle,11.63,40.4,50.8,7,8,8418.81,2546.0,213.66,128.87,126.52,47.36,214.99,2.613,3280.02,11698.83,1.9363,28.04
2009,Rangpur,280,11562,20.85,762.3,193,680.118,164.71,41.3,36.4,15.7,16317,10.0,22,52,52,86,24,20,16,14,1.14,Low,1.0809,Medium-High,Lower Middle,8.9,40.1,50.5,27,25,8304.79,2472.56,251.36,162.96,81.81,44.0,276.02,12.944,3301.65,11606.44,1.0038,28.45
2009,Mymensingh,248,10089,20.87,739.2,164,989.118,243.14,40.7,74.0,12.0,10584,6.0,19,44,42,77,19,17,16,11,1.61,Low,1.0915,Medium-High,Lower Middle,5.6,39.0,49.7,16,16,14641.72,4497.33,376.68,190.42,145.56,78.55,354.74,2.655,5645.93,20287.65,2.0109,27.83
2010,Dhaka,1130,47658,20.71,873.0,4089,904.326,214.42,42.2,62.0,59.6,20594,31.0,83,213,202,336,83,74,59,54,7.76,Moderate,1.0632,Medium-High,Lower Middle,15.02,49.3,57.0,102,110,63327.32,18318.83,1729.78,1110.36,948.27,301.29,2227.78,39.035,24675.35,88002.67,1.8465,28.04
